steering,throttle,brake,speed
-0.2,0.0,0.0,9.59444
0.03039658,0.0,0.0,7.510333
0.2,0.0,0.0,16.09278
0.2,0.1816109,0.0,9.030383
-0.0,0.0,0.0,12.79772
0.0,1.0,0.0,14.12512
-0.118833,0.0,0.0,7.622862
-0.2,0.0,0.0,7.773767
0.2,0.8090771,0.0,18.94304
-0.0,0.0,0.0,13.5542
0.0,0.0,0.0,20.55816
-0.32470269999999996,0.0,0.0,6.075409
-0.2,0.0,0.0,9.795717
0.2,0.0,0.0,16.23665
0.6322589,0.0,0.0,8.074367
0.2,0.3497921,0.0,16.24397
-0.262428,0.0,0.0,5.761471
0.2,0.07449889,0.0,10.82339
-0.2,0.0,0.6471241,7.304915
0.41830710000000004,0.0,0.0,7.732603
-0.2,0.6400262,0.0,9.370498
-0.2,0.0,0.0,29.11361
0.421944,0.0,0.0,6.289523
-0.2,0.0,0.0,5.533894
0.2,0.1430222,0.0,14.03237
-0.372753,0.0,0.0,6.833664
-0.1650749,0.0,0.0,9.032318
-0.610658,0.0,0.0,7.769948
-0.2,0.0,0.0,14.2441
-0.2,0.0,0.0,22.1073
-0.2,0.07994092,0.0,6.426472
-0.0,0.0,0.3484919,26.01487
-0.2,0.0,0.0,10.78913
0.2,0.1112612,0.0,12.52713
0.2331301,0.0,0.0,13.66153
0.0919163,0.0,0.0,10.92766
0.2,0.0,0.0,15.35149
0.2,0.0,0.0,18.43901
0.2,0.0,0.0,7.825342
0.2,0.1660441,0.0,16.20726
-0.2,0.0,0.0,11.29539
-0.3371843,0.0,0.0,9.739693
-0.0,0.1743239,0.0,8.327537
0.2,0.0813868,0.0,7.307267
-0.2,0.0,0.0,9.034201
-0.22911162000000002,0.0,0.0,9.071133
0.0,0.2117883,0.0,15.72163
-0.2,0.0,0.0,7.498791
-0.2,0.1200242,0.0,8.443825
0.2,0.0,0.0,7.489133
0.8,0.0,0.0,6.888667
0.2,0.0,0.0,9.063807
-0.2,0.0,0.0,7.546141
0.2,0.2764889,0.0,9.76298
0.3613098,0.0,0.0,10.80943
0.2,0.1470026,0.0,10.66847
-0.2,0.0,0.0,8.486214
-0.3601129,0.0,0.0,16.20511
-0.2,0.0,0.0,21.86946
0.094949,0.0,0.0,10.03784
-0.256537,0.0,0.0,15.61152
0.21462,0.0,0.0,8.263677
0.2,0.0,0.0,13.76067
-0.2,0.02548456,0.0,15.61422
